feature_mode,dimensions,case_id,time_s,direct_cosine_max_error,explicit_interference_max_error,answer_invariant,key_energy,key_energy_error
hybrid,1024,q02,0.0,3.3306690738754696e-16,2.7755575615628914e-16,True,40.0,0.0
hybrid,1024,q02,0.0137,3.3306690738754696e-16,2.7755575615628914e-16,True,40.0,0.0
hybrid,1024,q02,1.0,3.3306690738754696e-16,2.7755575615628914e-16,True,40.0,0.0
hybrid,1024,q02,1234.5,3.3306690738754696e-16,2.7755575615628914e-16,True,40.0,0.0
hybrid,1024,q02,1000000000000.0,3.3306690738754696e-16,2.7755575615628914e-16,True,40.0,0.0
hybrid,1024,q03,0.0,6.106226635438361e-16,6.106226635438361e-16,True,40.0,0.0
hybrid,1024,q03,0.0137,6.106226635438361e-16,6.106226635438361e-16,True,40.0,0.0
hybrid,1024,q03,1.0,6.106226635438361e-16,6.106226635438361e-16,True,40.0,0.0
hybrid,1024,q03,1234.5,6.106226635438361e-16,6.106226635438361e-16,True,40.0,0.0
hybrid,1024,q03,1000000000000.0,6.106226635438361e-16,6.106226635438361e-16,True,40.0,0.0
hybrid,4096,q01,0.0,1.1102230246251565e-15,9.992007221626409e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q01,0.0137,1.1102230246251565e-15,9.992007221626409e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q01,1.0,1.1102230246251565e-15,9.992007221626409e-16,True,40.0,0.0
hybrid,4096,q01,1234.5,1.1102230246251565e-15,9.992007221626409e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q01,1000000000000.0,1.1102230246251565e-15,9.992007221626409e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q02,0.0,1.27675647831893e-15,1.3877787807814457e-15,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q02,0.0137,1.27675647831893e-15,1.3877787807814457e-15,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q02,1.0,1.27675647831893e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,4096,q02,1234.5,1.27675647831893e-15,1.3877787807814457e-15,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q02,1000000000000.0,1.27675647831893e-15,1.3877787807814457e-15,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q03,0.0,9.43689570931383e-16,9.43689570931383e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q03,0.0137,9.43689570931383e-16,9.43689570931383e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q03,1.0,9.43689570931383e-16,9.43689570931383e-16,True,40.0,0.0
hybrid,4096,q03,1234.5,9.43689570931383e-16,9.43689570931383e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,4096,q03,1000000000000.0,9.43689570931383e-16,9.43689570931383e-16,True,40.00000000000001,7.105427357601002e-15
hybrid,16384,q01,0.0,1.0547118733938987e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,16384,q01,0.0137,1.0547118733938987e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,16384,q01,1.0,1.0547118733938987e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,16384,q01,1234.5,1.0547118733938987e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,16384,q01,1000000000000.0,1.0547118733938987e-15,1.3877787807814457e-15,True,40.0,0.0
hybrid,16384,q02,0.0,8.326672684688674e-16,8.881784197001252e-16,True,40.0,0.0
hybrid,16384,q02,0.0137,8.326672684688674e-16,8.881784197001252e-16,True,40.0,0.0
hybrid,16384,q02,1.0,8.326672684688674e-16,8.881784197001252e-16,True,40.0,0.0
hybrid,16384,q02,1234.5,8.326672684688674e-16,8.881784197001252e-16,True,40.0,0.0
hybrid,16384,q02,1000000000000.0,8.326672684688674e-16,8.881784197001252e-16,True,40.0,0.0
hybrid,16384,q03,0.0,1.6653345369377348e-15,1.6653345369377348e-15,True,40.0,0.0
hybrid,16384,q03,0.0137,1.6653345369377348e-15,1.6653345369377348e-15,True,40.0,0.0
hybrid,16384,q03,1.0,1.6653345369377348e-15,1.6653345369377348e-15,True,40.0,0.0
hybrid,16384,q03,1234.5,1.6653345369377348e-15,1.6653345369377348e-15,True,40.0,0.0
hybrid,16384,q03,1000000000000.0,1.6653345369377348e-15,1.6653345369377348e-15,True,40.0,0.0
